TIMESTAMP #, PEOPLE DOING BBQ#, TEMPERATURE#, PEOPLE LEAVING CITY#
6236, 12427, 10.831223473852328, 0
6237, 13035, 10.093319548927427, 18043
6238, 9277, 12.230460016844521, 36796
6239, 10504, 17.00783235986707, 55414
6240, 14330, 23.099292585670177, 73792
6241, 15537, 28.378462080515522, 92234
6242, 6949, 33.46635033074962, 45838
6243, 42368, 36.125123195366896, 759
6244, 62853, 34.59042410602784, 19270
6245, 57914, 31.027110866683607, 37632
6246, 58170, 25.668458297886925, 57419
6247, 31172, 19.638574008441473, 76663
6248, 10000, 14.261648156550097, 96306
6249, 834, 10.85022229121243, 50552
6250, 6468, 10.093447762619768, 3833
6251, 10885, 12.235350494736283, 22252
6252, 12932, 16.798213936630656, 41471
6253, 18350, 23.023727777171406, 60742
6254, 23122, 28.56368579133232, 78770
6255, 19245, 33.73396629310237, 97877
6256, 1627, 35.03272841930676, 51017
6257, 33926, 35.0528600963139, 4931
6258, 65741, 30.931398343845586, 24266
6259, 71104, 25.691488273031915, 42388
6260, 42252, 19.565977331850704, 61012
6261, 16584, 14.29634809240872, 79386
6262, 4681, 10.829491107934468, 97985
6263, 262, 10.094599100760105, 52651
6264, 5361, 12.31540069580065, 5432
6265, 15936, 16.920365798538832, 25213
6266, 23790, 22.73192754123192, 43453
6267, 32466, 28.375766543547684, 62671
6268, 33396, 33.87661290436818, 81712
6269, 13867, 35.457456863031275, 100000
6270, 0, 35.19352235087832, 53762
6271, 31614, 31.13910447752815, 5901
6272, 87088, 25.5544718184147, 24869
6273, 54514, 19.94799532873248, 44430
6274, 24569, 14.363967132265792, 63191
6275, 8438, 10.819380582735974, 81845
6276, 2361, 10.09378318442011, 100000
6277, 0, 12.309573500686126, 53997
6278, 7745, 16.985238727154844, 6714
6279, 29903, 22.85135536339067, 25014
6280, 43507, 28.76168996311492, 44647
6281, 50877, 33.62221927135822, 64346
6282, 27564, 35.110106846649494, 83069
6283, 11654, 34.473407167939925, 100000
6284, 0, 31.791775315327293, 53717
6285, 40919, 25.668121275524665, 5292
6286, 69331, 19.958991219714044, 23362
6287, 33921, 14.329569193034338, 42098
6288, 13210, 10.849441318779999, 60390
6289, 5180, 10.092004236000069, 78529
6290, 2429, 12.292935304649049, 96602
6291, 570, 17.024113948612946, 48042
6292, 16731, 22.862863674365364, 1744
6293, 57066, 28.740858484709992, 20586
6294, 72887, 33.1591427930606, 39540
6295, 48396, 35.48190506451603, 59290
6296, 27191, 35.12430874754365, 77907
6297, 15190, 31.35497170425923, 97126
6298, 2620, 25.99670560251368, 50164
6299, 37422, 19.64355658956741, 5149
6300, 40666, 14.302957216718479, 23733
6301, 17335, 10.83002716637959, 42204
6302, 7532, 10.09551827018868, 60671
6303, 4453, 12.274782922093484, 79626
6304, 3410, 17.024471510511173, 98945
6305, 339, 22.743124845938855, 52095
6306, 27532, 28.992816024147146, 2754
6307, 90825, 32.98185225195837, 21901
6308, 63345, 35.263286397635724, 41266
6309, 39932, 35.15927643377186, 60299
6310, 27219, 31.827650983539737, 79018
6311, 18503, 25.50889667776209, 97479
6312, 1822, 19.633936040570976, 48834
6313, 21915, 14.380179685701421, 1841
6314, 22553, 10.818554737848114, 20545
6315, 10332, 10.093337466410091, 38785
6316, 6929, 12.284259891682524, 57448
6317, 7134, 16.69376905601155, 76408
6318, 7305, 22.732770570969407, 95240
6319, 2733, 28.62803873925666, 46739
6320, 48500, 33.39680288852453, 294
6321, 78405, 36.04661307878803, 18396
6322, 52023, 35.236011475364265, 38084
6323, 42189, 30.989153990922897, 57104
6324, 40113, 25.945196089639488, 76296
6325, 17729, 19.805898386813105, 94390
6326, 2445, 14.396044759137064, 49151
6327, 11709, 10.826989671688615, 3260
6328, 12600, 10.095027101055498, 22461
6329, 8779, 12.273501220974907, 41831
6330, 9736, 16.880447860160924, 60856
6331, 12393, 22.776078483697194, 80601
6332, 11181, 28.644274858065295, 99401
6333, 546, 32.83435003558281, 54221
6334, 37537, 35.523025691690684, 7819
6335, 61364, 34.82111984490798, 27533
6336, 51047, 31.535840423522757, 45623
6337, 48951, 26.2313467658061, 64029
6338, 27501, 19.81434656875821, 83816
6339, 7059, 14.250962096325638, 100000
6340, 0, 10.8295530237069, 54045
6341, 5988, 10.09337832119996, 8119
6342, 10400, 12.309168447407972, 27312
6343, 12237, 16.935919338775815, 46301
6344, 17113, 22.855192183648384, 64414
6345, 20654, 28.9773865287508, 83566
6346, 15332, 33.35231872577107, 100000
6347, 0, 35.848985714296035, 54918
6348, 29216, 34.560097129178374, 9110
6349, 65358, 31.5908819146987, 27451
6350, 65058, 25.71135158898968, 46831
6351, 39054, 19.972691458874326, 65686
6352, 15209, 14.242321615133271, 84897
6353, 3403, 10.83062402722622, 100000
6354, 0, 10.093221174050669, 54609
6355, 5137, 12.294612560534098, 8374
6356, 15388, 16.853042878633577, 26397
6357, 23227, 22.619955530695236, 46158
6358, 30609, 28.70320341758028, 65568
6359, 31519, 33.33098472165538, 84998
6360, 11855, 35.92000120596426, 100000
6361, 0, 34.99201406722518, 51091
6362, 33986, 31.767370474843798, 2515
6363, 86337, 25.576299273769784, 21182
6364, 57287, 19.60258329435534, 40226
6365, 25520, 14.335615989573578, 59740
6366, 9193, 10.848225293246047, 78356
6367, 2830, 10.092023664227229, 96785
6368, 363, 12.215128515359487, 48110
6369, 8602, 16.75435639682061, 428
6370, 31056, 22.91676169177578, 20163
6371, 46587, 28.680024643676695, 38901
6372, 55840, 33.65717737555778, 57430
6373, 32823, 35.504847254771335, 75880
6374, 16080, 34.329084580655255, 95397
6375, 3370, 31.64484423895461, 46736
6376, 47583, 25.964742932597446, 1675
6377, 73652, 19.945572474900548, 21245
6378, 34811, 14.220253834016237, 40985
6379, 13259, 10.827438837828627, 60230
6380, 5180, 10.095584582149963, 79758
6381, 2292, 12.27988278210299, 98675
6382, 222, 16.80306507036146, 49356
6383, 15887, 22.91888039059373, 3412
6384, 56372, 28.824951515391852, 22104
6385, 71913, 33.44181767433673, 40434
6386, 46682, 35.01073926906471, 59758
6387, 27921, 34.77858581183513, 78583
6388, 15137, 31.33965444049298, 97366
6389, 2404, 25.934772619489188, 52044
6390, 35839, 19.796875418505763, 4847
6391, 41435, 14.21575927933814, 23845
6392, 17099, 10.827244083388134, 42759
6393, 7455, 10.091528084501746, 61902
6394, 4310, 12.257765095992822, 81527
6395, 3084, 16.740495940077345, 100000
6396, 0, 22.89051238663696, 51696
6397, 28122, 28.511263535231585, 3302
6398, 87338, 33.91252258420956, 22929
6399, 58279, 36.036645680469185, 41449
6400, 37358, 34.45436831558122, 60561
6401, 28596, 31.36372582159613, 78627
6402, 19474, 25.68437594035947, 97866
6403, 1564, 19.754753870827752, 50845
6404, 21314, 14.242956539215228, 4638
6405, 21494, 10.851212036935623, 23248
6406, 10041, 10.09402727159887, 41736
6407, 6596, 12.250632256218552, 60103
6408, 6652, 16.896617655482633, 79306
6409, 6564, 23.11117299730342, 97651
6410, 1394, 28.747049017263972, 51323
6411, 44695, 33.13474235068747, 5653
6412, 75660, 35.07301700697041, 25303
6413, 51570, 34.502967719839724, 43785
6414, 40605, 30.903903299541607, 62453
6415, 35318, 25.886742899100287, 82112
6416, 13319, 19.558106223916667, 100000
6417, 0, 14.253031078266881, 53902
6418, 10405, 10.814693495018977, 5266
6419, 12310, 10.095457534034008, 23504
6420, 8662, 12.247043358577496, 42709
6421, 9547, 17.01328219546729, 61453
6422, 12397, 22.737294018909363, 79788
6423, 11610, 28.678530821601427, 98439
6424, 1426, 33.09652658395873, 53276
6425, 37576, 35.825703788069156, 7463
6426, 60087, 34.79311615088457, 27002
6427, 51535, 31.809562323222398, 45444
6428, 48172, 25.547970425706374, 65117
6429, 25297, 19.5737989668418, 83383
6430, 7073, 14.249632104420877, 100000
6431, 0, 10.848969233121815, 50657
6432, 6452, 10.092000490283544, 2340
6433, 11051, 12.264101888326401, 21836
6434, 13062, 16.746572272888443, 40797
6435, 18448, 22.866295681043628, 58989
6436, 23825, 28.388340088490448, 78673
6437, 19097, 33.496938726419124, 96992
6438, 2347, 35.90429308302992, 49501
6439, 32577, 34.626572640184214, 1234
6440, 70651, 31.733946822781025, 20480
6441, 70593, 25.753555230032482, 40223
6442, 44052, 19.760079027178204, 58870
6443, 17844, 14.32904084416875, 77992
6444, 5020, 10.825767391955187, 96200
6445, 494, 10.093593394701974, 47296
6446, 5966, 12.255267570826256, 0
6447, 16687, 16.726421248047124, 18552
6448, 25318, 22.977464014619667, 37639
6449, 36582, 28.837621981427095, 56279
6450, 40398, 33.615932426262695, 74693
6451, 19574, 35.21214312671039, 94198
6452, 3961, 34.709947540923466, 47197
6453, 37524, 31.129308905701134, 2032
6454, 90731, 25.795135420525614, 21388
6455, 58119, 19.722010191193597, 40780
6456, 25593, 14.31957893356122, 58900
6457, 9363, 10.813328077362373, 78407
6458, 2805, 10.091206182041097, 97622
6459, 269, 12.225505194752598, 49260
6460, 8426, 16.83934850728932, 3733
6461, 30330, 22.599794490592224, 22509
6462, 43976, 29.01169957997454, 42011
6463, 54231, 32.94768406472569, 61341
6464, 31435, 35.704148593831064, 80861
6465, 12552, 34.9319806530821, 100000
6466, 0, 31.781227967616054, 51037
6467, 43321, 25.57233031044355, 5878
6468, 68389, 19.753126840728388, 24063
6469, 32921, 14.370809093536407, 42715
6470, 13145, 10.849383880313761, 61260
6471, 5066, 10.092693554283903, 80968
6472, 2154, 12.242292707081218, 100000
6473, 0, 16.735987330625232, 51664
6474, 15042, 22.783617043667316, 5531
6475, 54486, 29.07110130519939, 25024
6476, 70404, 32.868257471128416, 43750
6477, 46008, 36.11318446241269, 62156
6478, 23992, 34.95109899659651, 80728
6479, 13435, 31.328193207515227, 99787
6480, 194, 25.95836795101075, 52822
6481, 35322, 19.855407747378848, 6077
6482, 41142, 14.4187046953645, 24996
6483, 17325, 10.825355369729008, 44691
6484, 7201, 10.093173166719106, 62825
6485, 4207, 12.280329459265669, 82395
6486, 2949, 16.866800738540935, 100000
6487, 0, 23.060958097223732, 51137
6488, 28873, 29.042500167651895, 5343
6489, 88711, 33.74921808463633, 23572
6490, 58518, 35.660791000206935, 42636
6491, 37758, 35.278491574165926, 61041
6492, 26455, 30.899898254911264, 79637
6493, 19159, 25.877521296679788, 97747
6494, 1676, 19.784834946625047, 52397
6495, 20704, 14.28062896124301, 4725
6496, 21588, 10.838315690837076, 24408
6497, 9866, 10.093559725665756, 43200
6498, 6429, 12.27635213729895, 62685
6499, 6248, 16.802264766249777, 82420
6500, 5514, 23.055245843786388, 100000
6501, 0, 28.851363381581848, 52943
6502, 43522, 33.80679975547987, 7373
6503, 70610, 35.81940744831261, 27109
6504, 47354, 34.78531930546297, 46116
6505, 38064, 31.129756698348004, 64697
6506, 32694, 26.08474278851625, 83028
6507, 12831, 19.692121277425922, 100000
6508, 0, 14.40152869397937, 53904
6509, 10622, 10.840659997045112, 4834
6510, 12426, 10.094698287595344, 24288
6511, 8572, 12.260828259021382, 43270
6512, 9475, 16.82392231422838, 61548
6513, 12092, 22.586915604401387, 80307
6514, 11163, 28.39004868537058, 99337
6515, 593, 33.243795117416475, 53405
6516, 37063, 34.951422292294374, 7050
6517, 64799, 34.45036496995747, 26751
6518, 53128, 31.541201868546864, 46031
6519, 48566, 25.594296141177058, 64546
6520, 25805, 19.62512226102188, 83353
6521, 7123, 14.383238485386732, 100000
6522, 0, 10.838070442136, 53082
6523, 6123, 10.093673551306763, 6416
6524, 10593, 12.228677398185582, 24594
6525, 12529, 16.954436030746145, 44038
6526, 17873, 23.060572407833423, 63294
6527, 21688, 28.528957397227035, 81603
6528, 16637, 33.24501002056369, 100000
6529, 0, 35.389989131146855, 54901
6530, 30349, 34.58678545722482, 9306
6531, 65081, 31.698650388861612, 27992
6532, 64084, 25.858134796492838, 47356
6533, 39111, 19.927520046465393, 65914
6534, 15039, 14.259268333274196, 85462
6535, 3284, 10.846519493113178, 100000
6536, 0, 10.092327943452284, 52582
6537, 5366, 12.22186013471466, 6910
6538, 15450, 16.761815982837124, 24914
6539, 23440, 22.627336889434652, 44559
6540, 31539, 29.056154158906217, 62811
6541, 34885, 33.549301830208705, 81707
6542, 14220, 35.19747388573506, 100000
6543, 0, 34.900468157425614, 51469
6544, 33970, 31.350676186238108, 4010
6545, 87541, 26.02414359494344, 22309
6546, 58462, 19.829712849244174, 41794
6547, 25430, 14.353637231264562, 60844
6548, 8963, 10.829914986869019, 79547
6549, 2665, 10.094427619285888, 99022
6550, 110, 12.219579526375133, 53374
6551, 7735, 16.74729422799642, 5398
6552, 29481, 22.71586052887447, 24022
6553, 43561, 29.04859440917669, 42493
6554, 53917, 33.1172629388893, 60928
6555, 31374, 35.43754034807396, 79027
6556, 14059, 35.20844533415025, 97198
6557, 1913, 31.17060076745097, 51138
6558, 45123, 25.919086841762184, 4773
6559, 71081, 19.622159767548684, 23088
6560, 32903, 14.271550076748722, 41173
6561, 13313, 10.815023679439207, 59751
6562, 5230, 10.091253385922817, 78548
6563, 2427, 12.269047015270033, 97384
6564, 437, 16.99267304932987, 49622
6565, 16162, 22.976555697473245, 1802
6566, 57600, 28.45937736716841, 19896
6567, 72087, 33.871998027714426, 39498
6568, 45892, 35.15049618526222, 59127
6569, 28043, 34.66394008656582, 78722
6570, 15176, 31.826332931474845, 98439
6571, 1376, 25.78161077184683, 52010
6572, 35442, 19.90413524632004, 5136
6573, 41758, 14.212099043528971, 23609
6574, 17144, 10.816603041346752, 43166
6575, 7388, 10.093130262445621, 61644
6576, 4341, 12.233646207123039, 80392
6577, 3260, 16.97361262727787, 99512
6578, 156, 22.544904464290468, 52251
6579, 26966, 28.56615044253135, 6037
6580, 85195, 32.92724175144467, 24896
6581, 61162, 35.961851318763145, 43433
6582, 36318, 34.27390446283986, 62337
6583, 27696, 31.70740918188697, 80538
6584, 17309, 25.63945176716833, 100000
6585, 0, 19.822350718289027, 53208
6586, 20428, 14.404491579720563, 7188
6587, 21397, 10.832596236848959, 26005
6588, 9647, 10.093148950634037, 44098
6589, 6327, 12.302905795891663, 63027
6590, 6218, 16.802096465053484, 81806
6591, 5707, 22.561271850859764, 99832
6592, 95, 28.399044382954607, 52001
6593, 43012, 33.34051048745962, 5595
6594, 74551, 35.39124926157212, 24900
6595, 50533, 34.50888772175322, 43371
6596, 40885, 31.806930944978696, 62083
6597, 33486, 26.146627776448405, 81508
6598, 14046, 19.582184652857652, 100000
6599, 0, 14.350485347824492, 51561
6600, 11083, 10.820878516274798, 4816
6601, 12383, 10.095515783366013, 23315
6602, 8684, 12.242464929838023, 42586
6603, 9561, 16.93750503360845, 61920
6604, 12138, 23.058999903625423, 80372
6605, 11596, 28.934503948306048, 98381
6606, 1506, 33.65397702796159, 52859
6607, 36356, 35.00421078036525, 7523
6608, 64198, 34.9943212253581, 26230
6609, 51252, 30.899003014583684, 46028
6610, 50785, 26.128955796328846, 64451
6611, 26966, 19.73426844174358, 82487
6612, 7578, 14.368598606451318, 100000
6613, 0, 10.83964844574105, 53352
6614, 6090, 10.092534664784012, 4469
6615, 10811, 12.268928142179295, 22693
6616, 12929, 17.000503751470646, 42112
6617, 18589, 22.630432025995525, 60936
6618, 22228, 28.89864534877594, 80450
6619, 18140, 33.00208326096893, 99190
6620, 655, 35.04902013549227, 50081
6621, 34530, 35.07186136490717, 3357
6622, 66727, 31.417791108949068, 23117
6623, 69787, 25.520284269866266, 42392
6624, 41688, 19.789674745116663, 62084
6625, 16498, 14.240942238526937, 80496
6626, 4394, 10.841889788589478, 100000
6627, 0, 10.094583853237733, 54457
6628, 5156, 12.294572843376184, 6159
6629, 15760, 16.87786087822303, 25851
6630, 23469, 22.851035207832997, 44294
6631, 32319, 28.78057088395198, 62356
6632, 34645, 32.91131586719987, 81481
6633, 15099, 35.29968674955901, 99931
6634, 46, 35.19784615726041, 52188
6635, 32679, 31.58889057222573, 4017
6636, 86085, 26.247793822089495, 23742
6637, 58375, 19.714340056272757, 42124
6638, 24993, 14.32576428098388, 60936
6639, 8907, 10.82949261764267, 79747
6640, 2639, 10.091640383922496, 97750
6641, 254, 12.287958714488463, 48806
6642, 8588, 16.853603115904114, 0
6643, 31560, 22.571061251754255, 19253
6644, 45707, 28.592006439931776, 37866
6645, 56438, 32.92862429572694, 56563
6646, 35370, 35.11930019368105, 74700
6647, 17402, 34.621544339173106, 93840
6648, 4408, 31.263478630449264, 46368
6649, 49209, 25.898826528714388, 0
6650, 74527, 19.607558534031615, 18373
6651, 34868, 14.279843485676901, 36478
6652, 14392, 10.82123682408085, 54920
6653, 5865, 10.094628946847942, 73672
6654, 2980, 12.235251001313681, 93210
6655, 1129, 16.69862877585854, 48063
6656, 16091, 22.66071474716006, 1145
6657, 56403, 29.170370193222702, 20679
6658, 74994, 33.76846013636487, 39031
6659, 46613, 35.846882412910595, 57699
6660, 27419, 35.0983048023362, 76294
6661, 16333, 31.55877736766306, 94792
6662, 4680, 25.95295940463675, 46254
6663, 40223, 19.91151405342615, 0
6664, 44052, 14.294784311544099, 19662
6665, 18240, 10.820105905339993, 38142
6666, 8046, 10.091822055363409, 56534
6667, 4918, 12.293814703027827, 76186
6668, 3999, 16.842026167765418, 95120
6669, 1538, 23.060799642167883, 48155
6670, 30634, 29.051342425887075, 884
6671, 92946, 33.50730235885824, 18985
6672, 63179, 35.3680976068599, 38731
6673, 41304, 34.70875776268774, 57852
6674, 29955, 31.485186354880717, 76948
6675, 20826, 25.75955949836469, 95088
6676, 3621, 19.785707804774347, 48602
6677, 22356, 14.351871634506178, 1122
6678, 22629, 10.852064175780583, 19341
6679, 10554, 10.094888901235198, 37984
6680, 7022, 12.259238127014525, 57556
6681, 7087, 16.832472495998037, 75899
6682, 7587, 22.55074073977603, 95250
6683, 2683, 28.71993025361293, 47178
6684, 48410, 33.702477764779786, 0
6685, 76839, 36.037260854731095, 18996
6686, 51681, 34.86777956935045, 38666
6687, 43044, 31.117449516604292, 58324
6688, 38629, 25.757374951614658, 77654
6689, 16472, 19.62753757142061, 95749
6690, 1819, 14.266206206483085, 48280
6691, 11695, 10.813106699959551, 2138
6692, 12713, 10.094224479019495, 20472
6693, 9003, 12.266706801034275, 39641
6694, 10091, 16.863551602309258, 58690
6695, 13053, 23.066474720891662, 78276
6696, 12842, 28.668460814802796, 96734
6697, 2982, 32.97824769085242, 47560
6698, 42544, 35.57735668613594, 2326
6699, 64732, 34.263360594696074, 20822
6700, 58272, 31.528140129120743, 39478
6701, 54513, 25.521960781796533, 59153
6702, 29562, 19.588940073639286, 78351
6703, 9230, 14.372849265224465, 97264
6704, 627, 10.818649328209272, 48687
6705, 6673, 10.091420305702417, 3424
6706, 10927, 12.24853467928954, 21819
6707, 13032, 16.88124355042643, 41464
6708, 18534, 23.00676389121596, 59794
6709, 23646, 28.587438494680853, 78819
6710, 19233, 33.12409288706539, 98119
6711, 1509, 35.65040989862633, 51393
6712, 32021, 34.663282454080885, 6301
6713, 66833, 30.998112607196024, 24800
6714, 70279, 26.119240900314473, 42965
6715, 43233, 19.65123888425901, 62487
6716, 16096, 14.278831637510109, 82071
6717, 4061, 10.812509700077191, 100000
6718, 0, 10.091582597476291, 54173
6719, 5185, 12.242516262156975, 8664
6720, 15210, 16.73403498747029, 27426
6721, 22580, 22.636941008162104, 46470
6722, 30478, 28.757645886966195, 66022
6723, 31222, 33.22931922525719, 84208
6724, 12575, 34.99258600241926, 100000
6725, 0, 34.489995556438124, 53332
6726, 33744, 30.865829014343646, 4794
6727, 89789, 25.651023249545695, 23863
6728, 55662, 19.767718443218467, 42780
6729, 24843, 14.320632744064387, 62261
6730, 8599, 10.839423339180943, 81373
6731, 2431, 10.091174052274194, 99549
6732, 51, 12.216318266665418, 52705
6733, 7842, 16.958289503923677, 5321
6734, 30253, 22.500371097996762, 23993
6735, 42755, 28.982636840979023, 42250
6736, 53899, 33.29851568472757, 61250
6737, 30697, 35.60232169213389, 79918
6738, 13281, 34.5267257895096, 99237
6739, 550, 31.444489690567476, 53201
6740, 42400, 25.97607954826875, 6865
6741, 69826, 19.873059643333313, 25985
6742, 32479, 14.313642327645022, 44352
6743, 12667, 10.818930499559096, 62367
6744, 4894, 10.092738500370418, 80612
6745, 2194, 12.284918464690158, 100000
6746, 0, 16.899882147498527, 54154
6747, 14548, 22.87958780963386, 5775
6748, 54804, 28.90584168257647, 24821
6749, 69795, 33.43270173249159, 43567
6750, 44257, 35.958780749973904, 61841
6751, 24505, 34.643473081254136, 79938
6752, 14332, 31.25491628639692, 99483
6753, 474, 25.75390744895707, 54023
6754, 33883, 19.911397910383116, 7638
6755, 40686, 14.229286978262143, 27035
6756, 16414, 10.829749044709102, 45391
6757, 7116, 10.091918105857037, 63907
6758, 4084, 12.236117510515239, 82670
6759, 2882, 16.737741065901112, 100000
6760, 0, 22.52144481367316, 50514
6761, 27888, 28.646334939401026, 2654
6762, 88759, 33.1188454741339, 21864
6763, 62734, 35.56325207297208, 40991
6764, 39152, 35.032609962080485, 59591
6765, 27988, 30.789502689977176, 79006
6766, 19903, 25.65724469279851, 98205
6767, 1312, 19.718819833662906, 52975
6768, 20316, 14.23897980522143, 3581
6769, 21720, 10.847567088135943, 22088
6770, 10186, 10.091332292153217, 40467
6771, 6736, 12.244447288529958, 60061
6772, 6653, 16.76910108336449, 78520
6773, 6711, 22.50474130521898, 97515
6774, 1398, 28.818314954905627, 49801
6775, 46322, 33.40399894514137, 1102
6776, 77728, 35.386869548660144, 20688
6777, 53386, 34.565276815762104, 39200
6778, 43703, 31.084893377346415, 58507
6779, 38546, 25.563768312496713, 78059
6780, 15931, 19.662526381238195, 96266
6781, 1604, 14.373990057290007, 47481
6782, 12056, 10.825889853064837, 0
6783, 13022, 10.093733966187312, 18078
6784, 9273, 12.264334155708532, 36875
6785, 10549, 16.777034287107657, 55766
6786, 13833, 22.68611501959875, 74413
6787, 14631, 28.605752985637125, 93015
6788, 6350, 33.38881603289932, 46682
6789, 41952, 35.764902173823316, 1227
6790, 64459, 34.19637171736706, 20369
6791, 58911, 31.662300211115166, 39075
6792, 54360, 25.957615830936785, 57429
6793, 31871, 19.52662702972414, 76319
6794, 10032, 14.254545414891357, 95653
6795, 981, 10.829407199252092, 47216
6796, 6878, 10.092796230764076, 1717
6797, 11123, 12.269029808971354, 20351
6798, 13321, 16.776222745141254, 40114
6799, 18727, 22.642765476426693, 58734
6800, 23507, 29.14043720921794, 78069
6801, 20692, 33.76222824676577, 96893
6802, 2376, 35.936507220095464, 48113
6803, 33383, 35.28069263065562, 1418
6804, 66931, 31.666609712830848, 21079
6805, 70395, 26.196127411054064, 39650
6806, 46016, 19.606285243736508, 57707
6807, 18064, 14.265042723525292, 75789
6808, 5474, 10.838971965039601, 94335
6809, 739, 10.09549972521566, 45451
6810, 6177, 12.23351970538788, 0
6811, 16628, 16.939921512421595, 19390
6812, 25702, 22.51277143578973, 37405
6813, 35249, 29.020468392654536, 56371
6814, 40826, 33.6333125341541, 75009
6815, 19304, 35.860931441975154, 94155
6816, 3784, 35.03903315731829, 48992
6817, 35311, 31.66428507456824, 2261
6818, 87195, 25.979733967132123, 22058
6819, 58451, 19.562079101274776, 41809
6820, 24742, 14.40850661322484, 61114
6821, 8969, 10.827376115091225, 80813
6822, 2499, 10.09510730335608, 99089
6823, 103, 12.244632707710108, 53786
6824, 7698, 16.90480300870411, 5377
6825, 30045, 22.934044543464147, 24412
6826, 44174, 28.764508277614578, 44002
6827, 51480, 33.63138737085616, 62131
6828, 29256, 35.74748924133258, 81566
6829, 12047, 34.96103000491119, 100000
6830, 0, 31.16734238909508, 54124
6831, 42375, 25.908183672462503, 6051
6832, 70068, 19.714613433336, 24153
6833, 32754, 14.310571895287318, 42476
6834, 13089, 10.84662585012776, 60945
6835, 5105, 10.093014422193548, 80553
6836, 2201, 12.251637913346014, 99978
6837, 3, 16.777366889337937, 51935
6838, 15032, 22.60232835338509, 5662
6839, 53548, 28.845458258886236, 23876
6840, 70377, 33.496024936887636, 43616
6841, 44008, 35.35511544207258, 61945
6842, 25681, 35.059217610324126, 81049
6843, 13098, 31.127273139193985, 99625
6844, 347, 25.737413287156404, 54164
6845, 33736, 19.612921367328568, 6593
6846, 39922, 14.26475070229194, 25805
6847, 16774, 10.839218198611354, 44333
6848, 7266, 10.092545971564377, 63494
6849, 4131, 12.267355987035108, 83177
6850, 2812, 16.983571068996326, 100000
6851, 0, 22.71945881054179, 54088
6852, 26331, 29.091982704268997, 4603
6853, 89709, 32.81647049933626, 22955
6854, 63257, 36.14387886561144, 41042
6855, 37282, 35.00620045191348, 59980
6856, 27777, 31.334362327394594, 79333
6857, 18869, 25.658722577329968, 99051
6858, 694, 19.50981813864184, 50850
6859, 20786, 14.297601416151567, 5807
6860, 21394, 10.81766890138283, 24811
6861, 9776, 10.094837530134091, 43861
6862, 6356, 12.222281799748806, 63543
6863, 6051, 16.972383004369316, 81631
6864, 5879, 22.9550843508627, 100000
6865, 0, 28.50021895274483, 53853
6866, 41648, 33.7685166486384, 8209
6867, 70178, 35.5434079293195, 27333
6868, 48293, 34.5091378078707, 46369
6869, 38720, 31.78686099762257, 64632
6870, 31280, 26.07600199328657, 83883
6871, 12176, 19.526741787841754, 100000
6872, 0, 14.312171874054611, 53536
6873, 10575, 10.823780313299194, 7218
6874, 12077, 10.09505054635764, 25220
6875, 8467, 12.229188614132248, 44946
6876, 9148, 16.917753542779792, 64221
6877, 11378, 22.515150411660063, 83427
6878, 9334, 28.963378311739692, 100000
6879, 0, 33.69556407539457, 53761
6880, 35548, 35.63545409481345, 7127
6881, 61258, 35.047445425228965, 26727
6882, 50691, 31.792650066661132, 45580
6883, 48110, 25.6099612446395, 64086
6884, 26172, 19.57887967120118, 82959
6885, 7258, 14.216987973315716, 100000
6886, 0, 10.813664627190022, 51829
6887, 6258, 10.091212981294724, 6077
6888, 10627, 12.235941996015839, 24389
6889, 12578, 16.797958331635723, 43672
6890, 17660, 22.530117215160224, 62847
6891, 20954, 28.431598588249365, 81620
6892, 16508, 33.04026617547067, 100000
6893, 0, 35.48057279932679, 54948
6894, 30094, 34.22538743296937, 9442
6895, 66844, 31.628241694253365, 28832
6896, 63652, 26.127504894947382, 48463
6897, 39090, 19.876281837518228, 66796
6898, 14575, 14.413788293834605, 84833
6899, 3501, 10.8171571526556, 100000
6900, 0, 10.095198198133453, 54771
6901, 5121, 12.26947603185261, 8913
6902, 15235, 16.931567139214007, 27381
6903, 23131, 22.55772225636751, 47067
6904, 29927, 29.12806583444907, 65699
6905, 32336, 33.63330334709068, 85304
6906, 11351, 34.93508865178241, 100000
6907, 0, 34.296410404901714, 53309
6908, 34275, 31.51056401886588, 8232
6909, 82759, 25.820331167393284, 27077
6910, 54018, 19.745369140713912, 45243
6911, 23720, 14.385592847778073, 64679
6912, 8121, 10.84308957963353, 83685
6913, 2131, 10.095243219547601, 100000
6914, 0, 12.28556556500177, 54348
6915, 7656, 16.833160975515202, 5339
6916, 29802, 22.91555501743815, 24052
6917, 44313, 29.159179039810862, 42707
6918, 54126, 32.881011021524166, 60817
6919, 32018, 36.15298478191465, 79176
6920, 13157, 34.25785047412482, 98417
6921, 1165, 31.764670116176294, 52139
6922, 42396, 25.81935436233366, 5018
6923, 70354, 19.75754569472671, 23594
6924, 33139, 14.372997264566937, 42435
6925, 13213, 10.819832251175498, 61865
6926, 4960, 10.095139782421514, 81181
6927, 2130, 12.293242339306067, 100000
6928, 0, 16.90850318851703, 54833
6929, 14347, 22.52388318573227, 7234
6930, 52291, 28.870801932550446, 25891
6931, 68635, 32.890970295807826, 44018
6932, 45712, 35.853111090005484, 62301
6933, 24423, 35.06757076138397, 81509
6934, 12771, 31.086527411298313, 100000
6935, 0, 25.631859364529795, 53049
6936, 34273, 19.959636166813496, 6210
